지역,업소명,사업자명(대표자),소재지,총면적(제곱미터) ,홀수(홀),세부종류
강원,한탄강컨트리클럽,㈜귀뚜라미랜드(이의병),강원도 철원군 갈말읍 순담길 59,876679,18,대중제
강원,설악썬밸리컨트리클럽,㈜동광개발(김상주),강원도 고성군 죽왕면 순포로 188,1481037,27,대중제
강원,소노펠리체 컨트리클럽 델피노,"㈜소노인터내셔널(민병소, 유태완)",강원도 고성군 토성면 미시령옛길 1153,642826,18,대중제
강원,파인리즈컨트리클럽,(주)에이치제이매그놀리아 용평파인리즈골프앤리조트(신달순),강원도 고성군 토성면 잼버리동로 267,1484811,27,대중제
강원,설해원,㈜새서울레저(권기연),강원도 양양군 손양면 공항로 230,1430946,27,대중제
강원,설해원 더 레전드 코스,㈜새서울레저(안제근),강원도 양양군 손양면 공항로 230,885584,18,대중제
충북,그랜드,청주개발㈜임재풍,청주시 청원군 오창읍 꽃화산길 14,1696299,27,회원제
충북,에스엘세레스임페리얼레이크,㈜에스엘레스안중기,충주시 금가면 다래울길 52,830332,18,대중제
충북,"아난티 중앙골프클럽(구,디에머슨)",중앙관광개발(준)이만규,진천군 백곡면 배티로 818-105,1151924,27,회원제
충북,천룡,천룡종합개발㈜윤진동,진천군 이월면 진안로 347-123,1153107,27,회원제
충북,천룡,천룡종합개발㈜윤진동,진천군 이월면 진안로 425,259636,9,대중제
충북,시그너스,㈜시그너스CC김영란 강석무,충주시 앙성면 중방곡길 57-44,345018,9,대중제
충북,시그너스,㈜시그너스골프CC강석무,충주시 앙성면 중방곡길 57-44,893383,18,대중제
충북,떼제베,㈜떼제베운영최영범,청주시 흥덕구 옥산면 동림2길 149 ,1567859,36,대중제
충북,썬밸리,㈜연흥개발이신근,음성군 삼성면 법말길 49,944976,18,대중제
충북,"세레니티cc(구, 실크리버)",㈜다음홀딩스김주영,청주시 서원구 남이면 문곡구절골길 235,1075151,18,회원제
충북,"세레니티cc(구, 실크리버)",㈜다음홀딩스김주영,청주시 서원구 남이면 문곡구절골길 236,465281,9,대중제
충북,중원,(유)중원골프크럽이용규,충주시 산척면 인등로 392,1179674,27,대중제
충북,레인보우힐스,㈜디비월드최경진,음성군 생극면 차생로 168,2180205,27,대중제
충북,스타cc,㈜나인포인트 김환웅,충주시 앙성면 상대촌1길 198,1005341,18,회원제
충북,아름다운cc,㈜아름다은정현숙,진천군 백곡면 소토골길 61,1434573,27,대중제
충북,골드나인,호정개발㈜정용희,청주시 청원구 낭성면 산성로 1520-17,421101,9,대중제
충북,센테리움,금강센테리움㈜최상순,충주시 노은면 솔고개로 750,1415008,27,대중제
충북,대호단양,㈜대호아이알황호연,단양군 매포읍 고양5길 43,920073,18,대중제
충북,대영베이스,㈜대영베이스권혁희,충주시 대소원면 성종두담길 113,999268,18,대중제
충북,골프존카운티 진천,㈜지씨진천서상현,진천군 진천읍 송강로 783-51,1200500,27,대중제
충북,오창에딘버러,"운하리조트㈜오형근,이창옥",청주시 청원구 오창읍 두릉유리로 846,391643,9,대중제
충북,이븐데일,(주)경원실업홍승우,청주시 상당구 미원면 대신2길 31,982711,18,대중제
충북,킹즈락,㈜이엔엘정성훈,제천시 천남동 내토로7길 136,1253344,27,대중제
충북,골프존카운티화랑,골프존카운티㈜서상현,진천군 문백면 농다리로 809,998111,18,대중제
충북,젠스필드,㈜신라레져이상균,음성군 삼성면 덕호로 382,896185,18,대중제
충북,로얄포레,"㈜신니개발김상현, 최동호",충주시 신니면 화치3길 35,926019,18,대중제
충북,대영힐스,㈜대영베이스권혁희,충주시 대소원면 성종두담길 114,1167916,27,대중제
충북,진양밸리,진양개발㈜이종현,음성군 삼성면 금일로 1195,1372015,27,대중제
충북,에콜리안제천,국민체육진흥공단조재기,제천시 고암동 송학 주천로 102,371280,9,대중제
충북,코스카,항석개발㈜이종광,음성군 음성읍 동음로 318,1421784,27,대중제
충북,클럽디속리산,㈜이도 최정훈,보은군 탄부면 평각상장로 230,828506,18,대중제
충북,킹스데일,킹스데일㈜,충주시 주덕면 기업도시3로 2,870252,18,대중제
충북,동촌,문성레저개발㈜이완희,충주시 노은면 감노로 1327 ,1047645,18,대중제
충북,세일,세일개발㈜권민수,충주시 신니면 동락길 207,880653,18,대중제
충북,클럽디보은,㈜이도 최정훈,보은군 보은읍 장속중초로 386,944128,18,대중제
충북,감곡cc,캠토㈜심천보,음성군 감곡면 문촌리 산81-6,1023114,18,대중제
충북,영동일라이트컨트리클럽,레인보우㈜전문수,영동군 영동읍 매천리 산35-1,889884,18,대중제
충북,올데이골프앤리조트,㈜에스엘세레스안중기,충주시 앙성면 조천리 350,1371052,27,대중제
충북,일레븐,(주)일레븐건설송창의,충주시 앙성면 본평리 산 43-1,1245258,18,대중제
충북,블랙스톤,㈜블랙스톤에듀팜원성역,증평군 도안면 벼루재길 334,690038,18,대중제
충남,우정힐스 컨트리클럽,그린나래㈜,천안시 동남구 목천읍 충정로 1048-68,1049767,18,회원제
충남,천안상록골프장,공무원연금관리공단,천안시 동남구 수신면 수신로 576,1314137,27,대중제
충남,골프존카운티 천안,㈜지씨천안,천안시 동남구 병천면 매성2길 103,913887,18,대중제
충남,뉴데이컨트리클럽,㈜마론,천안시 동남구 북면 납안5길 74,1027365,18,회원제
충남,프린세스 골프클럽,공주개발(주),공주시 정안면 방자들길 81-50(인풍리),751706,18,대중제
충남,골드리버CC,㈜웅진,공주시 의당면 신정말길 67-133(청룡리),152438,9,대중제
충남,계룡산골프장,계룡산골프장,공주시 계룡면 아랫난댕이길 17(내흥리),103426,9,대중제
충남,보령베이스CC,㈜대천리조트,보령시 옥마벚길 10,350420,9,대중제
충남,에스앤 골프리조트,㈜에스앤골프리조트,보령시 남포면 양항리 650-2,205503,9,대중제
충남,도고컨트리구락부,㈜도고칸추리크럽,아산시 선장면 삼봉산길 188,904536,18,회원제
충남,에스지아름다운골프&리조트,㈜단톡,아산시 영인면 영인산로 440,1648880,27,대중제
충남,서산수 골프앤리조트,서산수골프앤리조트,서산시 대산읍 삼길포7로 8,955691,18,대중제
충남,더힐 컨트리클럽,㈜일상,논산시 상월면 선비로 1079,247641,9,대중제
충남,아리스타 CC,대양레져산업개발㈜,연무읍 황화정리 산100,898530,18,대중제
충남,파인스톤 컨트리클럽,㈜동양관광레저,당진시 송산면 무수들길 90,686891,18,대중제
충남,파나시아 골프클럽,만진집단㈜,당진시 신평면 계명길 33,387448,9,대중제
충남,에딘버러 컨트리클럽,(주)부토,금산군 진산면 살구정길 167,1024690,18,회원제
충남,백제컨트리클럽,백제컨트리클럽㈜,부여군 은산면 충절로 3734-82,1459801,27,대중제
충남,㈜호텔롯데 스카이힐 부여CC,㈜호텔롯데,부여군 규암면 백제문로 470,981904,18,대중제
충남,골든베이골프&리조트,㈜셀럽골프앤리조트,태안군 근흥면 정선포로 217,1385535,27,대중제
충남,스톤비치컨트리클럽,㈜스톤비치,태안군 근흥면 갈음이길 88,523948,18,대중제
충남,로얄링스1,로얄링스㈜,태안군 태안읍 반곡길 284,707220,18,대중제
충남,로얄링스2,로얄링스㈜,태안군 태안읍 반곡길 284,714790,18,대중제
충남,솔라고CC1,㈜현대도시개발 일진레저㈜,태안군 태안읍 소곳이길 92-234,720400,18,대중제
충남,솔라고CC2,㈜현대도시개발 일진레저㈜,태안군 태안읍 소곳이길 92-234,843860,18,대중제
경북,오션힐스포항C.C(회),오션힐스골프앤리조트㈜ 이승도,포항시 북구 송라면 대전길 7,918977,18,회원제
경북,오션힐스포항C.C(대),오션힐스골프앤리조트㈜ 이승도,포항시 북구 송라면 대전길 7,400940,9,대중제
경북,청하이스턴C.C,㈜이스턴 이일선,포항시 청하면 용산길 94,238597,9,대중제
경북,포항C.C,㈜홍익레저산업 이대형,포항시 송라면 동해대로 2751번길 123,986443,18,대중제
경북,경주신라C.C,㈜경주신라CC 김철년,경주시 보문로 319,1876682,36,회원제
경북,보문G.C,경북문화관광공사 김성조,경주시 보문로 182-14,769499,18,대중제
경북,경주C.C,보문개발㈜ 박흥국,경주시 보문로 182-98,1461103,27,대중제
경북,마우나오션C.C,㈜엠오디 장재혁,경주시 양남면 동남로 982,786697,18,회원제
경북,마우나오션블루,㈜엠오디 장재혁,경주시 양남면 동남로 982,506975,9,대중제
경북,가든골프클럽,㈜코오롱글로텍 김영범,경주시 불국로 289-17(마동),175806,9,대중제
경북,우리G.C,㈜퍼블릭개발 임충희,경주시 양남면 동남로 972,442362,9,대중제
경북,서라벌G.C,㈜서라벌 김광세,경주시 외동읍 내외로 577-189,1979892,36,대중제
경북,골프존카운티 감포,㈜지씨감포 서상현,경주시 감포읍 동해안로 1819-59,983849,18,대중제
경북,디아너스C.C,㈜블루원 윤재연,경주시 보불로 391(천군동),1258239,27,회원제
경북,선리치G.C,㈜월성종합개발 이상걸,경주시 안강읍 검단장골길 181-17,244372,9,대중제
경북,안강레전드G.C,"옥산개발㈜ 허상호, 김태열",경주시 안강읍 낙산길 85,404646,9,대중제
경북,이스트힐C.C,㈜청학씨앤디 성세연,경주시 양남면 외남로 1377,1363308,18,대중제
경북,루나엑스C.C,㈜블루원 윤재연,경주시 천북면 천강로 412-299 ,1816593,24,대중제
경북,애플밸리C.C,에스엠하이플러스㈜ 최승석,김천시 어모면 작점로 606,486519,9,대중제
경북,포도C.C,㈜다옴 이세홍,김천시 구성면 남김천대로 2532,774060,27,대중제
경북,남안동C.C ,디아이개발㈜ 박춘영,안동시 일직면 풍일로 1887,1046500,18,회원제
경북,안동리버힐C.C,더리얼산업㈜ 이원상,안동시 풍천면 풍일로 1572,1017714,18,회원제
경북,안동레이크골프클럽,경북문화관광공사 김성조,안동시 관광단지로 316,982527,18,대중제
경북,골프존카운티 선산,㈜지씨선산 서상현,구미시 산동면 강동로 953-73,977678,18,회원제
경북,골프존카운티 구미,㈜지씨구미 서상현,구미시 산동면 강동로 953-74,541702,18,대중제
경북,구미C.C,신구미개발㈜ 박병웅,구미시 장천면 송백로 229,1205829,27,대중제
경북,오펠G.C,부성개발㈜ 구성식,영천시 고경면 호국로 1221-24,1311521,27,회원제
경북,영천C.C,임고개발㈜ 이승도,영천시 임고면 방목길 34-2,1332592,27,회원제
경북,시엘G.C,㈜금호개발 김도윤,영천시 청통면 청통로 334-41,186373,9,대중제
경북,청통골프장,㈜골프존카운티영천 서상현㈜골프존카운티 서상현,영천시 청통면 청통로 733,724398,18,대중제
경북,블루원상주골프리조트,㈜블루원 윤재연,상주시 모서면 화현3길 127,1038679,18,대중제
경북,뉴스프링빌Ⅱ,㈜동승레저 박용민,상주시 모서면 백화로 40,1081418,18,대중제
경북,문경레저타운골프장,㈜문경레저타운 정광호,문경시 마성면 문경골프장길 240,1022039,18,대중제
경북,대구C.C,"경산개발㈜ 우승백, 우승수",경산시 진량읍 일연로 718-42,1080303,27,회원제
경북,인터불고컨트리클럽,인터불고컨트리클럽㈜ 최만수,경산시 삼성현로 614-26,1695525,27,회원제
경북,구니C.C,케이알스포츠㈜ 유재봉,군위군 군위읍 도군로 2450,841556,18,대중제
경북,군위오펠G.C,신우개발㈜ 이정익,군위군 산성면 부흥로 227,999080,18,대중제
경북,이지스카이CC,㈜이지컨트리클럽 박현철,군위군 군위읍 대흥1길 48-148,891436,18,대중제
경북,엠스클럽의성,㈜바이오컨트리클럽 최영수,의성군 봉양면 농공마전길 125-78,957974,18,대중제
경북,  ,대지개발㈜ 문병동,의성군 봉양면 농공마전길 125-78,496811,9,대중제
경북,파라지오C.C,"㈜파라지오 최정헌, 정영권",의성군 봉양면 신평리 산50,972560,18,대중제
경북,오션비치C.C,㈜오션비치 박재선,영덕군 강구면 동해대로 4265-43,1410518,27,대중제
경북,그레이스C.C,㈜태왕아너스 이명숙,청도군 이서면 서녁길 91,1465851,27,대중제
경북,오션힐스청도G.C,유창개발㈜ 이승도,청도군 매전면 곰티로 370-204,804257,18,대중제
경북,펜타뷰골프클럽,아리유㈜ 이건순,청도군 금천면 금천로 709,249315,9,대중제
경북,유니밸리C.C,고령컨트리클럽㈜ 박선자,고령군 고령읍 일량로 588,385623,9,대중제
경북,마스터피스CC,㈜누가개발 김인자,고령군 쌍림면 산막길 47-80,1034362,18,대중제
경북,대가야CC,㈜흥진레저 심병재,고령군 대가야읍 대가야로 1103,469311,9,대중제
경북,다산 샤인힐CC,두강건설㈜ 이정익,고령군 다산면 벌지로 175-115,1031280,18,대중제
경북,파미힐스C.C,"㈜한길 최성혁, 김종, 황만옥",칠곡군 왜관읍 봉계로 263,2094223,36,회원제
경북,마이다스 구미 골프아카데미,㈜대교디앤에스 최득희,칠곡군 가산면 학하2길 54-171,428970,9,대중제
경북,세븐밸리C.C,㈜세븐밸리제이씨 유진선,칠곡군 왜관읍 봉계3길 180,941849,18,대중제
경북,칠곡아이위시C.C,㈜동화레져 문종혁,칠곡군 기산면 노석1길 49-112,375039,9,대중제
경북,한맥C.C&노블리아,한맥개발㈜ 임기주,예천군 호명면 한맥 골프장길 72,1000226,18,대중제
경북,원남골프장,울진군수,울진군 매화면 오산리 산26,1221145,18,대중제
경남,창원컨트리클럽,㈜창원컨트리클럽 송부욱,창원시 의창구 대봉로 137,1048959,18,회원제
경남,용원컨트리클럽,용원개발㈜최정호,창원시 진해구 가주로 133,1635886,27,회원제
경남,아라미르골프앤리조트,용원개발㈜최정호,창원시 진해구 수제로 36,1406363,36,대중제
경남,진주컨트리클럽,진주개발㈜김영재,진주시 진성면 진성로 464번길 82,1068481,18,대중제
경남,통영동원로얄컨트리클럽,동원관광개발㈜이만수,통영시 산양읍 담안길 240,983676,18,대중제
경남,서경타니CC,타니골프엔리조트㈜ 윤철지,사천시 곤양면 흥신로 210,1221929,27,대중제
경남,서경타니CC,타니골프엔리조트㈜ 윤철지,사천시 곤양면 흥신로 210,437325,9,대중제
경남,삼삼컨트리클럽,삼삼레져개발㈜박 명식,사천시 축동면 화당산로 224,391178,9,대중제
경남,골프존카운티 사천,㈜한올강성일,사천시 서포면 구송로 151,1510534,27,대중제
경남,가야컨트리클럽,가야개발㈜김영섭,김해시 인제로 495,2822471,45,회원제
경남,가야컨트리클럽,가야개발㈜김영섭,김해시 인제로 495,164773,9,대중제
경남,김해정산컨트리클럽,정산개발㈜이순영,김해시 주촌면 서부로 1637번길 299-194,1563744,27,회원제
경남,롯데스카이힐김해컨트리클럽,㈜롯데산업,김해시 진례면 고모로 134번길 54-49,1030540,18,회원제
경남,김해상록컨트리클럽,공무원연금공단김해상록골프장 박노종,김해시 한림면 김해대로 974번길 198,963482,18,대중제
경남,리더스컨트리클럽,㈜리더스컨트리클럽이삼영,밀양시 활성로 455,1405663,27,대중제
경남,밀양컨트리클럽,㈜밀양컨트리클럽임경주,밀양시 부북면 전사포리 832,296984,9,대중제
경남,거제드비치골프클럽,드비치골프클럽㈜최병호,거제시 장목면 거제북로 1573,936155,18,회원제
경남,거제뷰컨트리클럽,㈜다원종합건설이철수,거제시 거제면 옥산리 285-3,800568,18,대중제
경남,통도파인이스트컨트리클럽,㈜동일리조트김은수,양산시 하북면 신평남부길 29-12,2198232,36,회원제
경남,동부산컨트리클럽,㈜동부산컨트리클럽최성필,양산시 매곡외산로 282,1448364,27,회원제
경남,에이원컨트리클럽,에이원컨트리클럽㈜ 홍세희,양산시 덕명로 190,1680668,27,회원제
경남,에덴밸리컨트리클럽,신세계개발㈜문성필,양산시 원동면 어실로 910,920431,18,회원제
경남,양산컨트리클럽,㈜양산컨트리클럽신영철,양산시 상북면 충렬로 687,1599832,27,대중제
경남,다이아몬드컨트리클럽,다이아몬드컨트리클럽㈜  문 호,양산시 상북면 공원로 305-391,1291000,18,대중제
경남,의령친환경골프장,의령군수,의령군 의령읍 남강로 417,235262,9,대중제
경남,의령 리온컨트리클럽,"우신레저㈜강헌석, 김사국",의령군 칠곡면 내조리 산113,1437044,27,대중제
경남,골프존카운티 경남,㈜지씨경남서상현,함안군 칠원면 운무로 470,786500,18,대중제
경남,부곡컨트리클럽,현일개발㈜배영환,창녕군 부곡면 온천로 445,942431,18,회원제
경남,힐마루컨트리클럽,㈜ 동 훈김점동,창녕군 장마면 영산계성로 469-195,995616,18,회원제
경남,힐마루컨트리클럽,㈜ 동 훈김점동,창녕군 장마면 영산계성로 469-195,1012743,18,대중제
경남,고성노벨컨트리클럽,고성관광개발㈜최경훈,고성군 회화면 회진로 567,1303897,27,회원제
경남,고성컨트리클럽,㈜ 쌍 마정창균,고성군 고성읍 월평3길 250,253743,9,대중제
경남,아난티남해CC,㈜아난티이만규,남해군 남면 남서대로 1179번길 40-109,378840,9,대중제
경남,아난티남해GC,㈜아난티이만규,남해군 남면 남서대로 1179번길 40-109,377429,9,대중제
경남,사우스케이프오너스클럽,"㈜한섬피앤디 이종배정재봉,정형진",남해군 창선면 흥선로 1505번길 95,1331102,18,대중제
경남,경남스카이뷰CC,"(주)경남관광호텔김점판,김애경",함양군 서상면 소로길 207,1032347,18,대중제
경남,아델스코트 컨트리클럽,해인레저산업㈜김종헌,합천군 가야면 가조가야로 1916-35,1399432,27,대중제
경남,거창친환경대중골프장,국민체육진흥공단거창군수,거창군 가조면 우륵길 410-284,571765,9,대중제
경남,양산동원로얄CC,㈜아시아드티앤디송영범,양산시 어곡동 산283번지,938811,18,대중제
경남,밀양노벨컨트리클럽,㈜밀양관광개발최이경,밀양시 단장면 단장로 946,986608,18,대중제
경남,클럽디거창,코리아신탁㈜백인균,거창군 신원면 덕산리 산 13번지,1814016,27,대중제
전북,전주월드컵골프장 ,전주시장(전주시설공단),전라북도 전주시 덕진구 온고을로 672,156851,9,대중제
전북,군산CC,군산레저산업㈜(박성주),전라북도 군산시 옥서면 남산군로 1685,4240782,81,대중제
전북,익산컨트리클럽,익산관광개발㈜(안정현),전라북도 익산시 무왕로38길 111,797168,18,대중제
전북,상떼힐CC,익산관광개발㈜(안정현),전라북도 익산시 무왕로38길 111,163426,6,대중제
전북,웅포컨트리클럽,㈜베어포트리조트(박재형),전라북도 익산시 웅포면 강변로 130,917246.11,18,대중제
전북,CLUBD 금강,㈜이도(최정훈),전라북도 익산시 웅포면 강변로 130,1242476.09,18,대중제
전북,태인CC,우진관광개발㈜(고환승),전라북도 정읍시 태인면 상증길 28,854121,18,대중제
전북,태인CC,우진관광개발㈜(고환승),전라북도 정읍시 태인면 상증길 28,208794,9,대중제
전북,내장산골프&리조트,"㈜대일내장산 컨트리클럽         (김호석, 김은정)",전라북도 정읍시 첨단과학로 476,913884.4,18,대중제
전북,남원상록골프장,공무원연금공단,전라북도 남원시 대산면 월계길 11,1157.2,18,대중제
전북,골프존 카운티 드래곤,신한레저㈜(박남식),전라북도 남원시 대산면 대사로 498,939327,18,대중제
전북,골프존 카운티 드래곤,골프존카운티㈜(서상현),전라북도 남원시 대산면 대사로 498,456315,9,대중제
전북,아네스빌CC,유한책인회사벽원레저개발(이우복),전라북도 김제시 황산면 높은메길 160-39,299986,9,대중제
전북,에스페란사GC,에스페란사GC(정양기외2),전라북도 김제시 금구면 낙산로 120,147181,10,대중제
전북,김제스파힐스CC,㈜티엠지개발(김현하),전라북도 김제시 온천길 37,559779,18,대중제
전북,더나인골프클럽,부흥산업개발㈜(김병철),전라북도 김제시 금구면 대화1길 8-75,446586,9,대중제
전북,OKCC,㈜오케이(문무양),전라북도 완주군 소양면 화심리 300,341398,9,대중제
전북,케이밸리컨트리클럽,스마트시티(유)(김한주)(유)미래로골프(송호범),전라북도 완주군 운주면 산북리 65-4,125496,9,대중제
전북,써미트CC,㈜써미트(정순례),전라북도 진안군 부귀면 부귀로 72-161,1405820,27,대중제
전북,무주덕유산CC,"㈜무주덕유산리조트(이중근, 이종혁)",전라북도 무주군 설천면 만선로 185,848000,18,회원제
전북,골프존카운티무주,㈜케이제이클럽(유현식)㈜골프존카운티(서상현),전라북도 무주군 안성면 장무로 1537-21,895464.6,18,대중제
전북,장수골프리조트,장수레저㈜(박평섭),전라북도 장수군 계남면 장안산로 303,11700330.9,18,대중제
전북,전주샹그릴라CC,광산관광개발㈜(최영범),전라북도 임실군 신덕면 수지로 559-90,1221618,27,회원제
전북,금과골프장,금과관광레저타운( 정영곤),전라북도 순창군 금과면 담순로 716,74258,6,대중제
전북,디케이레저,㈜순창씨씨(CC)(김대식),전라북도 순창군 순창읍 금산로 152,203636,9,대중제
전북,고창CC,동호레저㈜(김선미),전라북도 고창군 심원면 애향갯벌로 70,760515,21,대중제
전북,골프존카운티선운,㈜골프존카운티(서상현),전라북도 고창군 아산면 운곡로 418,930788,18,대중제
전북,석정힐CC,석정레저㈜(김혜성),전라북도 고창군 고창읍 석정2로 192,610249.5,18,대중제
전남,여수시티파크골프&호텔,여수관광레저㈜(김영한),여수시 좌수영로 641,1035509,18, 대중제 
전남,디오션CC,일상해양산업㈜(김종관),여수시 화양면 장수 암포로 142,1103049,18, 대중제 
전남,세이지우드여수경도,와이케이디벨롭먼트㈜(김승건),여수시 대경도길 33,1640629,27, 대중제 
전남,승주CC,㈜포스코오앤엠(김정수),순천시 상사면 오실길 333,1791833,27, 회원제 
전남,파인힐스CC,㈜파인힐스(이화영),순천시 주암면 송광사길 99,1505472,27, 대중제 
전남,순천CC,죽산기업㈜(임종욱),순천시 별량면 동화사길 85,342120,9, 대중제 
전남,골프존카운티 순천,㈜레이크힐스순천(서상현),순천시 주암면 행정1길 77,1627955,36, 대중제 
전남,순천부영CC,㈜부영주택(최양환),순천시 해룡면 신대로 188,842238,18, 대중제 
전남,골드레이크CC,나주관광개발㈜(임대형),나주시 남평읍 나주호로 442-129,875813,18, 대중제 
전남,골드레이크CC,나주관광개발㈜(임대형),나주시 남평읍 나주호로 442-129,955301,18, 회원제 
전남,해피니스CC,해피니스컨트리클럽㈜(차재진),나주시 다도면 다도로 171-60,1381092,18, 대중제 
전남,해피니스CC,해피니스컨트리클럽㈜(차재진),나주시 다도면 다도로 171-60,820632,18, 회원제 
전남,나주CC,㈜나주컨트리클럽(김천종),나주시 공산면 상방신포길 154-32,247058,9, 대중제 
전남,나주힐스CC,나주수목원㈜(김태식),나주시 공산면 삼방신포길 160-27,242878,9, 대중제 
전남,광양CC,거명레저㈜(반재경),광양시 가야로 223,234987,6, 대중제 
전남,창평CC,㈜담양골프랜드(김형준),담양군 창평면 오산길 100,263053,9, 대중제 
전남,담양레이나CC,에이취에이취레저㈜(차성만),담양군 금성면 깊은실길 169,785210,18, 대중제 
전남,죽향CC,㈜죽향산업(한정수),담양군 창평면 창평로 159,396682,9, 대중제 
전남,광주CC,"광주관광개발㈜(고혁주, 류연진)",곡성군 옥과면 입면로 455,1165945,27, 회원제 
전남,옥과기안CC,경주김씨성균생원공파(기안레저㈜위탁운영),곡성군 옥과면 입면로 197,242563,9, 대중제 
전남,보성CC,㈜와이엔텍(김태영),보성군 조성면 조성3길 338,911572,18, 대중제 
전남,보성에덴CC,안형상 외 2,보성군 보성읍 원봉리 498,295701,9, 대중제 
전남,화순엘리체CC,엘리체레저(유)(류채봉),화순군 춘양면 장곡길 55,1067821,18, 회원제 
전남,화순CC,㈜화순CC(최창식),화순군 도곡면 천태로 1000-151,1545440,27, 회원제 
전남,조아밸리CC,조아개발㈜(조우석),화순군 도곡면 고인돌2로 450,429088,9, 대중제 
전남,무등산CC,동광레저개발㈜(박만주),화순군 화순읍 오성로 292-90,1575772,27, 대중제 
전남,JNJ골프리조트,정남진골프리조트㈜(고동현),장흥군 장평면 제산기동로 326,1450502,27, 대중제 
전남,다산베아채 골프앤리조트,다산배아채컨트리클럽㈜(이애자),강진군 도암면 학장리 87-1,1420762,27, 대중제 
전남,오시아노골프클럽,한국관광공사(안영배),해남군 화원면 시아로 224,538288,9, 대중제 
전남,파인비치골프링크스 ,파인비치㈜(이화영),해남군 화원면 시아로 224,834771,18, 대중제 
전남,솔라시도CC,피앤지에이개발㈜(이양규),해남군 산이면 산이로 2247,774903,18, 대중제 
전남,아크로CC,영암관광개발㈜(박현재),영암군 금정면 안적동길 403,1462477,27, 대중제 
전남,사우스링스영암cc,썬카운티㈜(한길수),영암군 삼호읍 에프원로 121-1,1804843,45, 대중제 
전남,무안CC,"남화산업㈜(최재훈, 최영곤)",무안군 청계면 서호로 162,1969760,54, 대중제 
전남,클린밸리CC,㈜영산(조영희),무안군 청계면 동암길 2-200,839686,18, 대중제 
전남,함평엘리체CC,함평엘리체컨트리클럽㈜(류채봉),함평군 학교면 서당매길 242,1347715,27, 대중제 
전남,함평천지CC,"㈜지민산업(정유신, 김유)",함평군 함평읍 함장로 889-11,234544,9, 대중제 
전남,웨스트오션CC,대호관광개발㈜(윤오중),영광군 백수읍 해안로 1362-70,951318,18, 대중제 
전남,에콜리안영광골프장,영광군수(국민체육진흥공단),영광군 영광읍 월현로 1길 40,421962,9, 대중제 
전남,푸른솔골프클럽,동화기업㈜(유순태),장성군 동화면 임정로 155,1312986,27, 대중제 
전남,백양우리CC,덕승개발㈜(김승룡),장성군 북이면 봉암로 1574,297540,9, 대중제 
제주,블랙스톤리조트,(주)블랙스톤리조트 / 원기룡,제주시 한림읍 한창로 925-122,1021348,18,회원제
제주,블랙스톤리조트,(주)블랙스톤리조트 / 원기룡,제주시 한림읍 한창로 925-122,424780,9,대중제
제주,㈜호텔롯데스카이힐제주CC,(주)호텔롯데 / 김정환,서귀포시 상예로 530,772881,18,회원제
제주,㈜호텔롯데스카이힐제주CC,(주)호텔롯데 / 김정환,서귀포시 상예로 530,945053,18,대중제
제주,테디밸리골프앤리조트,(주)제이에스앤에프개발/ 김준,제주 서귀포시 안덕면 한창로 365,975395,18,회원제
제주,에버리스골프리조트,신안관광개발㈜ / 강승홍,제주시 애월읍 평화로 1693-75,637488,18,회원제
제주,에버리스골프리조트,신안관광개발㈜ / 강승홍,제주시 애월읍 평화로 1693-75,341400,9,대중제
제주,그린필드골프장,㈜형삼문 / 신지호,제주시 조천읍 번영로1040-70,959076,18,회원제
제주,라온골프클럽,라온레저개발㈜ / 손광섭,제주도 제주시 한경면 용금로 998,1292392,27,대중제
제주,사이프러스,남영산업㈜ / 김헌국,서귀포시 표선면 번영로 2300,786019,18,회원제
제주,사이프러스,남영산업㈜ / 김헌국,서귀포시 표선면 번영로 2300,889445,18,대중제
제주,엘리시안 제주cc,GS건설㈜ / 임병용,제주시 애월읍 평화로 1738-116,804452,18,회원제
제주,엘리시안 제주cc,GS건설㈜ / 임병용,제주시 애월읍 평화로 1738-116,733605,18,대중제
제주,sk핀크스골프장,SK 핀크스㈜ / 강석현,서귀포시 안덕면 산록남로 863,874521,18,회원제
제주,sk핀크스골프장,SK 핀크스㈜ / 강석현,서귀포시 안덕면 산록남로 863,370327,9,대중제
제주,골프존카운티오라,글래드호텔앤리조트㈜ / 양경홍㈜ 골프존카운티 / 서상현,제주도 제주시 오라남로 130-16(오라이동),1107441,18,회원제
제주,골프존카운티오라,글래드호텔앤리조트㈜ / 양경홍㈜ 골프존카운티 / 서상현,제주도 제주시 오라남로 130-16(오라이동),939664,18,대중제
제주,㈜우리들리조트 제주,(주)우리들리조트제주 / 이승렬,제주특별자치도 서귀포시 산록남로 2914,1086689,18,대중제
제주,플라자CC 제주,한화호텔앤드리조트㈜ / 김형조,제주특별자치도 제주시 명림로 575-107,442376,9,대중제
제주,㈜부영CC,(주)부영CC / 정동진,서귀포시 남원읍 남조로 960,993803,27,대중제
제주,레이크힐스,"(주)레이크힐스 / 윤진섭, 정교진",제주특별자치도 서귀포시 중문동 산5,1168124,27,회원제
제주,클럽나인브릿지,"CJ대한통운주식회사 / 손관수, 박근태, 김춘학",제주특별자치도 서귀포시 안덕면 광평로34-156,962756,18,회원제
제주,나인브릿지 퍼블릭,"CJ대한통운주식회사 / 손관수, 박근태, 김춘학",제주특별자치도 서귀포시 안덕면 광평로34-156,220523,6,대중제
